0.0189209	0.735779	
0.015564	0.735474	
0.0100708	0.736084	
0.0112915	0.735779	
0.00640869	0.735474	
-0.00366211	0.735474	
-0.0183105	0.735779	
-0.0335693	0.735168	
-0.0369263	0.735779	
-0.0411987	0.736084	
-0.0418091	0.735779	
-0.0473022	0.735474	
-0.0582886	0.735474	
-0.0637817	0.736084	
-0.0717163	0.734863	
-0.0732422	0.735779	
-0.0765991	0.735779	
-0.0787354	0.736084	
-0.0735474	0.735474	
-0.0723267	0.735474	
-0.0662231	0.735474	
-0.0650024	0.736084	
-0.0665283	0.736084	
-0.0671387	0.736084	
-0.0674438	0.735474	
-0.0631714	0.735779	
-0.0610352	0.736084	
-0.0537109	0.736084	
-0.0387573	0.736084	
-0.0280762	0.736084	
-0.0180054	0.735474	
-0.017395	0.735474	
-0.0219727	0.736389	
-0.0219727	0.736084	
-0.0234985	0.736084	
-0.0210571	0.735474	
-0.0201416	0.735474	
-0.0186157	0.735474	
-0.00946045	0.736084	
-0.00640869	0.736084	
-0.000915527	0.735779	
-0.000610352	0.736389	
-0.00946045	0.736084	
-0.0131226	0.736084	
-0.0161743	0.736084	
-0.00946045	0.736084	
-0.00610352	0.736389	
-0.00518799	0.736389	
-0.00183105	0.736389	
-0.00610352	0.735779	
-0.0125122	0.736389	
-0.0210571	0.736694	
-0.0238037	0.735779	
-0.0180054	0.736084	
-0.0119019	0.736389	
-0.00854492	0.736084	
-0.0119019	0.736389	
-0.0152588	0.736694	
-0.0137329	0.735779	
-0.0119019	0.736084	
-0.00701904	0.736694	
-0.00610352	0.736694	
-0.00488281	0.736389	
0.00183105	0.735779	
0.00274658	0.736694	
0.0088501	0.737	
0.0109863	0.736084	
0.0115967	0.736694	
0.0210571	0.736694	
0.0231934	0.737	
0.022583	0.737	
0.0137329	0.737	
0.00427246	0.736389	
-0.000610352	0.736694	
-0.00335693	0.736694	
0.0012207	0.736694	
0.00183105	0.736084	
0.0012207	0.73761	
0.00274658	0.737	
0.000610352	0.737305	
0.00427246	0.737305	
0.00396729	0.736389	
0.00579834	0.736389	
0.0131226	0.736694	
0.0161743	0.736694	
0.0198364	0.737	
0.0140381	0.736694	
0.00854492	0.737305	
0.0106812	0.737	
0.0128174	0.736694	
0.0204468	0.737305	
0.0222778	0.737305	
0.0228882	0.737305	
0.0234985	0.736694	
0.0186157	0.736694	
0.0149536	0.736389	
0.00915527	0.737305	
0.00579834	0.736694	
0.0149536	0.737305	
0.0210571	0.73761	
0.0222778	0.736694	
0.0152588	0.73761	
0.00152588	0.73761	
-0.00946045	0.737	
-0.0149536	0.737305	
-0.012207	0.737	
-0.00518799	0.73822	
0.00488281	0.737305	
0.0201416	0.737	
0.0250244	0.737915	
0.0344849	0.737	
0.0357056	0.73761	
0.0332642	0.737915	
0.0363159	0.73761	
0.0344849	0.737305	
0.0332642	0.73761	
0.0292969	0.737305	
0.022583	0.737915	
0.0201416	0.73761	
0.0177002	0.73822	
0.017395	0.737915	
0.0152588	0.73761	
0.0161743	0.73822	
0.0265503	0.73761	
0.03479	0.737915	
0.0448608	0.73761	
0.0457764	0.73822	
0.0418091	0.737915	
0.0424194	0.737915	
0.0366211	0.73761	
0.0357056	0.73761	
0.0350952	0.737915	
0.0344849	0.737915	
0.038147	0.73822	
0.0402832	0.73822	
0.0408936	0.737915	
0.0354004	0.73822	
0.0274658	0.737915	
0.0228882	0.73761	
0.0201416	0.737915	
0.0219727	0.73822	
0.0189209	0.73761	
0.0146484	0.738525	
0.0119019	0.73761	
0.00549316	0.73822	
0.00274658	0.738525	
-0.000915527	0.73822	
-0.00152588	0.738525	
0.00213623	0.738525	
0.00396729	0.73822	
0.000915527	0.73761	
-0.00579834	0.737915	
-0.0106812	0.739136	
-0.0088501	0.738831	
-0.00244141	0.739136	
0.00549316	0.73822	
0.0088501	0.739136	
0.0125122	0.739136	
0.0201416	0.738831	
0.0262451	0.738525	
0.0317383	0.73822	
0.0289917	0.738831	
0.0265503	0.738831	
0.0360107	0.737915	
0.0543213	0.738831	
